251.60,199,F6W15A,3040586,"HP 38/40PPM A4/LETTER MFP, PRINT, FAX, SCAN, AND COPY. WIRELESS, NETWORK, SINGLE PASS 2-SIDED SCAN3 CLR TCHSCREEN.FRNT-PANEL USB, JOB TORAGE S...",HP
558.66,14,GTX980GAMING4G,3029316,MSI GTX 980 GAMING 4G,MSI
556.74,1,KVM0116A,1859999,"APC - SCHNEIDER KVM 2G, Analog, 1 Local User, 16 ports",APC - SCHNEIDER
885.00,33,K4K70LT,2997882,HPPro 612x2 i5 4GB 256GB 12.5in W8P,
4990.00,5,7835V_A,3012136,XEROX MULTIF. COLOR 7835V_A,XEROX
267.17,4,JD089B,1165704,HPE X120 1G SFP RJ45 T TRANSCEIVER,HPE
309.00,8,35S5726,2353061,LEXMARK MX410DE MONO MULTIFUNCION LASER,
3077.97,2,C11C605001,2088534,"EPSON Matriz de Punto Epson DFX 9000, Velocidad 1552CPS, Original+ 9 Copias A3",EPSON
257.14,11,PV150G,3053837,"LG Proyector XVGA, 100 Lumenes, USB, HDMI, Bateria de 2,5 Hrs.",LG
1751.04,2,99EXL03-0C212SE,2895586,HONEYWELL DOLPHIN 99EX 802.11A/B/G/N /BT 55K 512MB STD RANGE,HONEYWELL
2671.29,3,D3L09A,2489244,HP LASERJET ENT CLR SFP M750DN A3,
374.58,6,HL-L8350CDW,2713939,BROTHER HL-L8350CDW S/Function Colour Laser,BROTHER
604.12,1,J9733A,2361405,HPE HP 2920 2-Port Stacking Module,HPE
338.54,16,9706B003,2665749,CANON IMAGEFORMULA DR-C225 Document scanner,CANON
996.11,3,E6B72A,2891866,HP LASERJET ENT MONO SFP M606DN,
497.69,3,LH10DBDPLBC/ZA,3074629,"SAMSUNG 10""DB10D 1280x800/PLAYER QUAD//WIFI//RS232/RJ35/450Nit",SAMSUNG
4040.87,2,CR649C,2677847,HP Designjet T795 44-in ePrinter,
266.57,11,8482B014,2779889,CANON MF-6180DW,CANON
3897.34,1,17649968,3001233,DELL Rack Server R730 Intel Xeon E5-2640 V3 8GB 1TB PERC H730,
100.95,6,6293B005,2779886,CANON LBP-7110CW,CANON
1286.15,1,AR3100,1000381,APC - SCHNEIDER NETSHELTER SX 42U 600MM WIDE X 1070MM DEEP ENCLOSURE WITH SIDES BLAC - SPECIAL WHILE STOCK LAST,APC - SCHNEIDER
315.31,2,C31C163272,1047501,EPSON TM-U295 IMPACT DOT MATRIX ULTRA COMPACT SLIP PRINTER SERIAL COOL WHITE - NO PSU,
1617.82,8,V11H471020,2411528,EPSON PowerLIte 1945w 4200 Lumenes,EPSON
656.52,13,C11CD82303,2995184,EPSON Impresora de Tanque de Tinta L1800 A3,EPSON
874.88,43,20BUA0RSCL,3068586,LENOVO Thinkpad T450 I5 4gb 500gb W8PD,LENOVO
17.44,845,THN-M301R0640U2,3081454,TOSHIBA TARJETA MICRO SD 64GB CLASS 10 WITH ADAPTER ( 40MB/SREAD),TOSHIBA
236.38,1,WDBCTL0060HWT-NESN,2977314,WESTERN DIGITAL NAS MY CLOUD 6TB GIGABIT WINDOWS/MAC,WESTERN DIGITAL
2244.99,1,7500V_DN,1191138,XEROX PHASER 7500DN/35PPM COLOR Y B&N /DUPLEX/RED/512 MB/HI Q LED A3,XEROX
100.94,4,MLA22E/A,3071347,APPLE MAGIC KEYBOARD-SPA,APPLE
539.85,8,C11C559001,3042830,EPSON Impresora Matriz de Punto LQ 2090,EPSON
608.12,3,J9731A,2361343,HPE HP 2920 2-PORT 10GBE SFP+ MODULE,HPE
365.64,2,QY777A6,2328669,HP Bulk USB Mouse,HP
146.23,1,B11B225201,2769880,EPSON Escaner WorkForce DS-40 Portatil WIFI,EPSON
10681.50,1,B9E24B,2687859,HP Designjet T3500 eMFP Printer,
3067.44,2,AJ820B,2107376,HPE B-Series 8/12c SAN Switch for BladeSystem c-Class,HPE
4099.88,1,SCT5270SR,2868213,EPSON Impresora de Formato Ancho T5270,EPSON
937.08,2,739888-B21,2489834,HPE HP 300GB 6G SATA VE 2.5in SC EV SSD,HPE
4516.94,1,Q6721B,2370263,HP Designjet Z3200ps 44in Photo Prntr:NA,
1670.26,3,V11H600021,2713593,EPSON Bright Link 585Wi+ 3300 lumenes WXGA,EPSON
1005.35,20,P2C74LA,3049465,HP840 i5 4GB 1T Vpro 14in W10&7P 1-1-0,
4.52,2222,THN-M301R0160U2,3081452,TOSHIBA TARJETA MICRO SD 16GB CLASS 10 WITH ADAPTER ( 40MB/SREAD),TOSHIBA
4457.00,1,CR652A,1669167,HP Designjet T1300 44inPS ePrinter,
536.93,3,652611-B21,1891321,HPE HP 300GB 6G SAS 15K 2.5-INCH SC ENT HDD -G8,HPE
320.09,3,DIR-890L,2868303,D-LINK DIR-890L WIRELESS AC3200 ULTRA TRI-BAND GIGABIT GAMING ROUTER (NBN READY),D-LINK
4651.06,1,CQ113A,1189603,HP DESIGNJET Z5200 44-IN PHOTO PRINTER,
22.84,3,784606-B21,2838796,HPE HP ML150 G9 MINI SAS H240 CABLE KIT,HPE
891.27,3,AJ762B,2136093,HPE HP 81E 8GB SINGLE PORT PCIE FC-HBA EMULEX,HPE
656.73,2,V11H479120,2088581,"EPSON Proyector Epson 1751 2600 Lumenes/XGA(1024X768), 2000:1 Contraste, USB, VGA",EPSON
156.38,1,JG920A,2771040,HPE HP 1920-8G SWITCH (10/100/1000),HPE
116.20,1,DGS-1008P,1688301,D-LINK DGS-1008P 8-PORT GIGABIT POE UNMANAGED SWITCH,D-LINK
1068.82,2,DGS-3120-24PC-SI,2336355,"D-LINK Managed 24-ports Gigabit Stackable L2/L3 PoE Switch, 20-ports Gigabit & 4-ports Combo UTP/SFP, 40-Gigabit Stacking",D-LINK
174.79,34,FK182AA,1189768,HP CASH DRAWER (INTERNATIONAL),
313.94,3,SUA1500I,1011095,APC - SCHNEIDER SMART-UPS 1500VA USB & SERIAL 230V,APC - SCHNEIDER
379.00,5,28C0557,2353014,LEXMARK CX310DE COLOR LASER PRINTER,
673.86,1,DGS-3120-24SC-SI,3009164,"D-LINK Managed 24-ports Gigabit Stackable L2/L3 Switch, 8-ports Gigabit & 16-ports SFP, 40-Gigabit Stacking : Standard Image",D-LINK
2400.05,1,SCT3270SR,2917444,EPSON Impresora de Formato Ancho T3270 24in,EPSON
443.78,1,ME824CI/A,2518847,APPLE IPAD MINI WIFI CELL 32GB SILVER-SPA,APPLE
442.94,1,G5R07UA,3066638,HP mp4eU/32p/4X/32j,HP
1307.05,1,PJD8653WS,2731786,Viewsonic PJD8653WS 3000 Lumens WXGA DLP Projector; 7.3kg ; HDMI,
579.00,2,28E0062,2353055,LEXMARK CS510DE COLOR LASER PRINTER,
319.00,10,28C0062,2353013,LEXMARK CS310DN COLOR LASER PRINTER,
78.04,43,400-ACQK,2917442,DELL 1TB 7.2K RPM SATA Entry 3.5in Cabled Hard Drive,DELL
47.07,9,DHP-W310AV,2398245,D-LINK DHP-W310AV POWERLINE AV500 WIRELESS N300 MINI EXTENDER,D-LINK
5532.72,1,E1L21A,2492685,HP Designjet Z5400ps ePrinter:NA/LA,
1128.57,19,15671739,2917437,DELL PowerEdge T320 Tower Server/Intel Xeon E5-2403v2/4GB/1TB HD/iDRAC 7 Express,DELL
521.52,1,3610V_DNC,2995197,XEROX PHASER 3610/DN,XEROX
250.82,1,BW932A,1904470,HPE HP 600MM RACK STABILIZER KIT,HPE
75.99,2,DNR-202L,2509941,D-LINK DNR-202L CAMERA VIDEO RECORDER,D-LINK
510.88,1,PJD5533W,2547433,"VIEWSONIC PJD5533W WXGA 1280X800 DLP Projector, 3000 lumens, 15,000:1 contrast ratio, 1.1x Optical Zoom Lens, Throw Ratio 1.5-1.65:1, 1280x800...",VIEWSONIC
102.12,4,00MJ166,2775900,LENOVO 3m SAS Cable (mSAS HD to mSAS),LENOVO
213.18,4,DNR-322L,1857462,D-LINK DNR-322L SECURECENTER 2-BAY NAS NETWORK VIDEO RECORDER,D-LINK
1011.23,1,PSKWNU-063NB3,3040384,TOSHIBA CORE I7-5500U(BGA)/15.6 HD 200 CSV LD-FLAT EDP/2.5 SATA 1T 5400/DDR3L 1600 4GB+2GB/9.5MM 8X DVD-SMULTI/NON INTEL 11BGN+BT-M.2(1X1)150M...,TOSHIBA
1003.85,7,L735CMS825W8P3W,2959358,"DELL Latitud 7350 coreM 8GB 256SSD 13,3 W8.1",DELL
79.32,4,AP5257,1000335,APC - SCHNEIDER KVM USB CABLE - 12FT (3.6M),APC - SCHNEIDER
324.72,17,00NA241,2859672,LENOVO IBM 600GB 10K 12GBPS SAS 2.5IN G3HS 512E HDD,LENOVO
2117.66,1,PWR-2700-AC=,1002582,CISCO 2700W AC power supply for CISCO7606,CISCO
142.44,3,L2722A,1163196,HP SCANJET SHEETFEED 1000 PRO MOB SCANNER,
1660.02,55,V1P46LT,3123045,HP 1040 G3 i7 6600U 8GB 512SSD W10,
52.28,6,PTD400,2863104,BROTHER PTD400 compact Desktop Labelling Machine,BROTHER
79.80,4,DMC-805G,2837867,D-LINK 1000BaseT to SFP Media Converter,D-LINK
56.01,31,5WH-00002,3274781,MICROSOFT LifeCam Studio for Business,MICROSOFT
276.00,10,ZT-P10600A-10L,3352875,ZOTAC NVIDIA GEFORCE GTX 1060 MINI 6GB GDDR5 192 bit MEMORY CLOCK 8GHz 1920 CUDA CORES ENGINE CLOCK BASE 1506MHz BOOST 1708MHz 3X DISPLAY PORT...,ZOTAC
651.60,1,SURT192XLBP,1000248,"APC - SCHNEIDER SMART-UPS RT 192V BATTERY PACK (FOR SURTD3000XLI, SURTD5000XLI, SURT6000XLI, SURT8000XLI, SURT10000XLI)",APC - SCHNEIDER
41.96,8,6CH-00001,3274858,MICROSOFT LifeCam Cinema For Business,MICROSOFT
974.37,1,NM-16ESW=,1001062,CISCO NM-16ESW=-1 16port 10/100 EtherSwitch NM,CISCO
426.58,3,C888-K9,3095731,CISCO BAD BOX-Cisco 880 Series Integrated Serv,CISCO
273.71,6,CT1050MX300SSD1,3355277,CRUCIAL 1TB SSD MX300 SATA 2 5,CRUCIAL
466.15,38,YH1KT,3256354,DELL VOSTRO 3250 i3-6100 4GB 500GB W7Pro None Integrated,DELL
1435.91,2,998-BQXO,3117425,"DELL XPS 13 i7-6500U 8GB 256GB SSD W10Pro 13.3"" Touch",DELL
366.11,6,AP8858,1214554,"APC - SCHNEIDER RACK PDU 2G,METERED,ZEROU, 20A/208V",APC - SCHNEIDER
119.05,6,46W0792,2870453,LENOVO 8GB TRUDDR4 MEMORY (2RX8 1.2V) PC4-17000 CL15 2133MHZ LP RDIMM,LENOVO
1852.71,2,3873AR1,2897342,LENOVO BROCADE 300 FC SAN SWITCH,LENOVO
354.12,5,V4B86LT,3302588,"HP BAD BOX Pentium 240 G4, 14#,8GB, 1TB",HP
152.00,1,ZBOX-CI323NANO-U,3222091,"ZOTAC ZBOX NANO BAREBONE SFF, N3150, 2X DDR3L-1600, SATAIII, DUAL GLAN, WIFI, BT, DP HDMI VGA, US PLUG",ZOTAC
80.29,100,MG2Q2LZ/A,3075289,APPLE TV REMOTE,
412.40,5,EHWIC-4ESG-P=,3288834,CISCO BAD BOX FOUR PORT 10/100/1000 ETHERNET INTERFACE CARD W/POE IN,CISCO
61.55,2,00KA066,2781044,LENOVO SYSTEM X3550 M5 PCIE RISER 2 1-2 CPU (LP X16 CPU0 + LP X16 CPU1),LENOVO
857.24,3,PF1500G,3053835,"LG Proyector FHD, LED 1400 Lumenes, USB, HDMI, VGA, Tecnologia DLP",LG
823.15,1,C891F-K9,3095732,CISCO BAD BOX-890 Series Integrated,CISCO
99.75,1,SW-CCME-UL-6921=,1264457,Cisco CommU.Manager Express Lic 6921,
133.29,69,CT525MX300SSD1,3355279,CRUCIAL 525GB SSD MX300 SATA 2 5,CRUCIAL
367.78,3,39631012,2954765,STAR SM-T301-DB50 GRY 3IN PORTABLE PRNT,STAR
253.58,3532,80T6000HCL,3276446,LENOVO 110-14IBR CELERON N3060/2/500/WIN10 /BLACK,LENOVO
490.70,19,PJD5553LWS,3093630,"VIEWSONIC PJD5553LWS DLP WXGA LightStream Short Throw Projector, 3200LUM, SuperColor#, SonicExpert#, Optional Cable Management, White ID, 5.51...",VIEWSONIC
319.00,7,35S5725,2468244,LEXMARK MFP Mono MX310de,
8385.54,2,SURT20KRMXLI,3309829,APC - SCHNEIDER Smart UPS RT 20kVA RM 230V,APC - SCHNEIDER
132.52,100,23MP48HQ-P,3302595,LG 23IN MONITOR IPS LED FHD 1920x1080 VESA VGA HDMI USB,LG
687.98,18,T4M15LT,3128058,HP PC 400 AIO Pen G44000T 4GB 500GB,
68.78,11,819880-B21,3252309,HPE 8GB 1RX8 PC4-2133P-E-15 STND KIT,HPE
31.84,3,BX80646G1820,2506264,Intel Celeron G1820 Processor 2MB Cache Socket LGA1150 2 Core 2 Thread 2.7GHz 65W TDP,
1654.23,1,5550V_NC,3095662,XEROX BAD BOX-LASER 5550N,XEROX
271.70,272,80MH0087CL,3092919,LENOVO 100-14IBY N2840 2G 500G Win10 Bing 14.0 HD Black,LENOVO
4211.71,1,LH55UDEBLBB/GO,3018575,SAMSUNG MON 55IN UD55E USO 24/7 FULL HD1920x1080/HDMI-VGA-DVI-RJ45/500Nit/RJ45/PLAYER,SAMSUNG
21.46,119,BLS4G3D18ADS3,3291091,CRUCIAL ballistix sport XT 4GB DDR3 1866 UDIMM,CRUCIAL
4026.53,2,6099L2C,2775978,LENOVO Storwize V3700 3.5-inch Storage Controller Unit,LENOVO
137.59,13,N750TI TF 2GD5/OC,3289052,MSI N750TI TF 2GD5/OC,MSI
476.94,20,GTX 1070 GAMING X 8G,3323178,MSI GeForce GTX 1070 GAMING X 8G,MSI
3526.24,1,C11CE25201,3338029,EPSON WORKFORCE R8590 4 in 1 Network MFP 75 000 Pag,
64.07,5,CT16G4SFD8213,3160748,CRUCIAL 16GB DDR4 2133 CL15 SODIMM 260pin,CRUCIAL
13.34,2,AIR-ANT5135D-R,1001425,CISCO AIR-ANT5135D-R-5GHz 3.5dBi BLK Dipole AN,CISCO
623.44,49,55LW540S,3373007,LG 55IN SuperSign TV FHD 1920x1080 HDMI VGA USB,LG
71.12,4,ACS-1941-RM-19=,1158826,CISCO 19 inch rack mount kitCisco 1941,CISCO
63.03,1,WDBGPU0010BWT-NESN,3310926,WESTERN DIGITAL 1 TB MY PASSPORT ULTRA USB 3 0 WINDOWS MAC WHITE,WESTERN DIGITAL
214.09,35,10007003K,1015812,ZEBRA Z-BAND Quickclip CHILD 25X178MM 1170 bands/cartr WHITE Box of 3,ZEBRA
28.00,4,M5BK,2772724,"APC - SCHNEIDER APC Mobile Power Pack, 5000mAh Li-Polymer, Black",APC - SCHNEIDER
44.11,8,H5D-00013,3274796,MICROSOFT LifeCam Cinema,MICROSOFT
1524.17,1,9KPMG,2879019,Dell Portable Notebook P40G,
1080.46,18,MWXTN,3122731,"DELL Optiplex 7440 AIO i7 6700 vPro 8GB 500GB Win 7/10 Pro) / 23.8""",DELL
3.94,372,PFM016L-2DAK,3306108,TOSHIBA 16GB MicroSD Class 4 with Adapter (3x5IN blister),TOSHIBA
38.31,125,BLS8G4D240FSB,3255609,CRUCIAL ballistix sport lt grey 8GB DDR4 2400 mhz DIMM,CRUCIAL
27.99,16,K72425AM,2432010,KENSINGTON Control Remoto Inalámbrico EXPERT C/Joystick,KENSINGTON
473.51,227,10HB004CCB,3243574,LENOVO Desktop LN S400z P 500G 4G D,LENOVO
1377.76,1,20F6006GCL,3368744,LENOVO TP X260 i7 512SD 16G W10P,LENOVO
755.61,47,L347I5SS450W7P3W,3240576,DELL LATITUDE 3470 i5-6200U 4GB 500GB W7Pro 14.0 Integrated,DELL
72.42,8,KHX-HSCP-RD,2865910,KINGSTON HyperX Cloud II Gaming Headset - Black/Red,KINGSTON
532.24,2,SBB-PF32BV4/ZA,3018055,SAMSUNG Modulo PC/ AMD8/4GB Ram/Radeon HD6620/Window Embedded Standard 7,SAMSUNG
174.86,11,BOXNUC5PPYH,2975232,INTEL NUC PINNACLE CANYON NUC5PPYH HDMI VGA USB3 WLAN DDR3 2 5IN,INTEL
616.28,10,V11H687020,3139369,EPSON PowerLite 98H 3000 lumenes; 10000:1 Comtraste; HDMI x 2; XGA; WIFI opcional,EPSON
1666.38,3,SURT6000RMXLI,3302213,APC - SCHNEIDER APC Smart-UPS RT 6000VA RM 230V,APC - SCHNEIDER
295.40,1,SYPM,1020278,APC - SCHNEIDER Symmetra 4-16kVA Power Module (4kVA),APC - SCHNEIDER
7.03,2713,THN-U202W0320U4,3141957,TOSHIBA PENDRIVE TOSHIBA 32GB USB 2.0 FLAS DRIVE (WHITE),TOSHIBA
383.81,2,J8H61A,3367708,HP BAD BOX LASERJET PRO M501DN,HP
405.96,88,F0BB00ACCL,3276448,LENOVO C20 00 Pentium N3700 4GB 1TB W10 White,LENOVO
3673.00,1,Q3723A,3095882,HP BAD BOX-LASERJET 9050DN PRINTER,HP
799.22,800,10EYA01CCS,3311648,LENOVO M700z i5 1TB 4G W10PD,LENOVO
17.74,200,CT4G4DFS8213,3027759,CRUCIAL 4GB DDR4 2133 CL15 DIMM 288pin Desktop Memory,
70.36,2,AP-PSBIAS-1P3-AFR,1013610,ZEBRA Single-Port High Power Gigabit 802.3AF+ Power Injector,ZEBRA
114.52,2,Z170M MORTAR,3289142,MSI Z170M Mortar,MSI
124.00,27,ZT-70605-10M,3298567,"ZOTAC GEFORCE GTX750TI 2GB GDDR5 128- bits 1033/ 5400) CUDA CORES 640 G-Syn ENGINE CLOCK 1033MHZ / BOOST 1111 MHZ - DISPLAYPORT, HDMI, DL-DVI ...",ZOTAC
1543.98,2,OB031100100B1102,3292943,PSION BAD BOX OMNII XT15ER OMNII XT15ER HVD MCE6.0 59K 123 6FN 512MB 1D SE1224HP PG SC ENG PSION,PSION
474.79,158,ZA0F0057CL,3259353,LENOVO YOGA YT3-X90F TAB 32GBL-CL PROYECTOR,LENOVO
285.87,19,ZBOX-MI523NANO-U,3318862,ZOTAC ZBOX NANO CORE I3 6100U 2X DDR3L 1600MHz DISPLAY PORT HDMI 1X 2 5 INCH SATA 6GBPS CARD READER (SD SDHC SDXC) BLUETOOTH 4 0 WIFI 802 11ac...,ZOTAC
164.26,38,R18-03765,3316549,MICROSOFT Windows Server CAL 2012 Spanish 1pk DSP OEI 5 Clt User CAL,MICROSOFT
527.88,148,W5X69LT,3302248,HP 400 SFF I5 4GB 1T DVDRW FREE 1-1-1,
679.09,1,10BD001YCS,3268724,LENOVO BAD BOX Thinkcentre E73z G3220 4GB 500GB Win8Pro,LENOVO
723.29,8,55UH6150,3292307,LG 55IN LED TV SMART ULTRA HD 3840 x 2160 BLACK WIDE 16:9 DIGITAL TUNER,LG
644.91,49,O304SFI5S850W7P3W,3240579,DELL Core i5-6500U 8GB 500GB W7 Pro None Integrated,DELL
63.51,4,WDBGPU0010BBL-NESN,3310484,WESTERN DIGITAL 1 TB MY PASSPORT ULTRA USB 3 0 WINDOWS MAC BLUE,WESTERN DIGITAL
109.65,2,DAP-3410,2875534,D-LINK Wireless N 5GHz PoE Outdoor Access Point with PoE Pass Through,D-LINK
111.84,50,24MT48AF-PM,3302596,"LG 23,5IN MONITOR TV IPS LED RESOLUTION 1366x768 VGA HDMI USB ANALOG",LG
77.13,10,80930-21,3141101,"PLANTRONICS para llamadas de PC. Con altavoces de 40mm, control en la oreja para ajuste de volumen y microfono con anulacion de ruido.",PLANTRONICS
429.99,926,80E400WXCL,3128155,"LENOVO G40-80 I3-5005U 4G 500G W10 14"" Silver",LENOVO
336.57,2,828356-B21,3252376,HPE ML150 GEN9 E5-2609V4 KIT,HPE
126.16,4,3260V_DNIH,3359165,XEROX BAD BOX PHASER 3260V_DNIH,XEROX
42.82,354,89-206-EZ3101,3073191,ECS M/B 1150.H81H3-I(1.0) MINI-ITX SOCKET 1150 (INTEL H81/VT1705CF).HD 6CH.GIGA LAN..W/WHCK/SATA3/USB3.0/ECS LOGO....HDMI...(OSP...,ECS
991.27,21,O7440AIOI5S850W7P3W,3115122,"DELL Optiplex AIO7440 i5-6500U vPro 8GB 500GB W7PWin 10 P 23.8""",DELL
4803.49,1,L2Y22A,3080977,HP DESIGNJET T930 36IN PS PRINTER,
339.87,5,JG922A,2771042,HPE HP 1920-8G-PoE+ (180W) SWITCH (10/100/1000 PoE+),HPE
728.52,8,P0D64LT,3222573,HP 800 G2 I5 4GB 1TB DVDRW WIN7 3-3-3,
985.06,20,N4V30AA,3147282,HP PAVILION 23-Q145LA I5-4590T/8GB/2TB/DVD/23 TOUC,
1157.36,2,V1P48LT,3297342,"HP EliteBook 840 G3,Intel® Core# i7-6600U ,W10P6 dg W7P6,No,I 8260 ac 2x2 +BT 4.0 LE MOW,4GB 2133 1DM,HDD 500GB 7200RPM,LCD 14 LED HD SVA AG f/CAM,No,1/1/0",
47.37,1,E3E03A,3095799,HP BAD BOX-Officejet Pro 6230 e-Printer,HP
933.75,89,20F5A0FDCL,3294024,LENOVO Thinkpad X260 12.5IN i5 1TB 8G W10PD,LENOVO
30.12,5,HOLSTER-1,2740277,"HONEYWELL Dolphin 70E Black, Captuvo Sl22 & Sl42, And Dolphin 60S Carrying Holster With Integrated Belt Clip And Spare Battery Pouch",HONEYWELL
305.75,4,T1B98LT,3095904,HP BAD BOX-HP 240 G4 4GB 1600 HDD 500GB W10,HP
116.94,9,N750TI-2GD5/OC,3289054,MSI N750Ti-2GD5/OC,MSI
1438.87,2,C11CE27201,3338030,EPSON WORKFORCER 5690 RIPS 4 in 1 Network MFP 50 000 pag,
1062.02,3,PWR-3900-DC=,1988004,CISCO 3925/3945 DC POWER SUPPLYACCS,
133.80,8,Z170A GAMING M3,3127261,MSI PLACA MADRE Z170A Gaming M3,MSI
53.27,39,WD5000LPLX,2839120,WESTERN DIGITAL 500GB BLACK 32MB 9.5MM 2.5IN SATA 6GB/S 7200RPM,WESTERN DIGITAL
433.97,8,49LH6000,3373060,LG 49IN LED TV SMART FHD BLACK WIDE 16 9 DIGITAL TUNER WIFI HDMI USB,LG
124.52,3,HDWE140XZSTA,3115789,"Toshiba P300 4TB 7,200 RPM SATA III 6Gb/s 3.5"" Desktop Internal Hard Drive",
167.02,42,0630C005,3241942,CANON MULTIFUNCTIONAL PIXMA G 3100 INK TANK (WiFi),CANON
62.74,153,WDBGPU0010BBK-NESN,3128188,WESTERN DIGITAL 1 TB MY PASSPORT ULTRA USB 3.0 WINDOWS/MAC BLACK,WESTERN DIGITAL
2707.24,2,818186-B21,3252273,HPE DL360 GEN9 E5-2690V4 KIT,HPE
31.87,131,CT8G4DFS8213,3257177,CRUCIAL 8GB DDR4 2133 DIMM Single Ranked,CRUCIAL
263.62,6,V4B89LT,3256323,"HP BAD BOX AMD 245 G4,14#,2GB, 500B",HP
441.04,46,CF379A,3040529,HP COLOR LASERJET PRO MFP M477FDW,
775.87,8,J5P00LT,3012119,HP E725G2AMDA67050B4G500G,HP
367.35,3,801288-B21,3252178,HPE DL160 GEN9 E5-2609V4 KIT,HPE
42.29,73,HDWJ105UZSVA,3306105,TOSHIBA 500GB Portable Internal HDD 5400RPM 8MB (L200) 9 5mm BULK,TOSHIBA
19.60,96,KVR16LN11/4,2506114,KINGSTON 4GB 1600MHz DDR3L NonECC CL11 DIMM 1.35V,KINGSTON
512.91,53,20DC0058CL,3102135,LENOVO THINKPAD E450 I3 4GB 50GB,LENOVO
347.74,1,CAB-MCP-LC=,1268782,CISCO Mode Conditioning Patch c,CISCO
23.44,22,ANT24-CB03N,1073621,D-LINK ANT24-CB03N 3M ANTENNA EXTENSION CABLE,D-LINK
605.57,1,V11H382120,3029827,EPSON POWERLITE 93+,EPSON
805.96,9,P3Q17AA,3239234,"HP 23-Q158LA A10/8GB/1TB/23""/W10",
100.78,8,SKC400S3B7A/256G,3127039,KINGSTON 256GB SSDNow KC400 SATA 3 2.5 (7mm) Upgrade Bundle Kit,KINGSTON
2932.26,3,5462EOU,2940087,"LENOVO Express x3650 M5, Xeon 6C E5-2620v3 85W 2.4GHz/1866MHz/15MB, 1x8GB, O/Bay HS 2.5in SATA/SAS, SR M5210, Multiburner, 550W p/s, Rack",LENOVO
7.70,266,PFM032L-2DAK,3306109,TOSHIBA 32GB MicroSD Class 4 with Adapter (3x5IN blister),TOSHIBA
697.79,30,T6E55LT,3240588,"HP ProBook 650 G2 I5 15"" 4GB 500GB",
923.26,1,L547I5SS41TW7P3W,3376657,DELL BAD BOX LATITUDE 5470 i5 6300U 4GB 1TB Win7 Pro SP Win 10 Pro 14 0IN RADEON R7 M360 2GB,DELL
38.96,130,BLS8G4D240FSE,3255611,CRUCIAL ballistix sport lt red 8GB DDR4 2400 mhz DIMM,CRUCIAL
129.03,2,512327-B21,1013082,HPE 750W CS HE Power Supply Kit,HPE
149.68,12,Z170A KRAIT GAMING,3289140,MSI Z170A Krait Gaming,MSI
175.06,36,4YR-00229,3243861,MICROSOFT GGK Win Pro 10 64Bit Spanish Latam 1pk DSP ORT OEI DVD,MICROSOFT
449.49,12,MFC-L5900DW,3245668,BROTHER BRO MFC-L5900DW Laser Printer,BROTHER
23.71,57,580-ADVB,3298565,DELL Keyboard & Mouse Combo KM636,DELL
162.08,1,AP-PSBIAS-7161-WW,3292938,ZEBRA BAD BOX OUTDOOR IP66 802.3AT GIGABIT ETHERNET POWER INJECTOR 100-240 VAC INTERNATIONAL,ZEBRA
11.24,138,CT25664BD160B,3318835,CRUCIAL 2GB DDR3L 1600 UDIMM 1 35V 1 5V,CRUCIAL
1188.88,12,MK142CI/A,3071290,"APPLE IMAC 21.5""/1.6DC/8GB/1TB-CHL",APPLE
597.09,1,Y0Q69LA,3369159,HP BAD BOX HP250 i5 8GB 1TB Tarj 2GB 15IN,HP
124.83,1189,59444067,3252942,"LENOVO Tab 2 A730 QC 1.3G 1G+8G WIFI+3G WHITE GPS And4.4 7""Doble Camara Bundle JBL+Samsonite",LENOVO
189.32,13,659341-B21,1903392,HPE HP 500GB 6G SATA 7.2K 3.5INCH NHS MDL HDD,HPE
199.98,90,CT750MX300SSD1,3364730,CRUCIAL 750GB SSD MX300 SATA 2 5,CRUCIAL
42.71,37,ZT-71302-20L,3139608,ZOTAC GEFORCE GT 710 2GB DDR3 LOW PROFILE,ZOTAC
556.28,8,M5H09LA,3095857,HP BAD BOX-HP430 G2 I3 4GB 500GB 13.3inFREE,HP
794.83,2,L2749A,3147261,HP ScanJet Pro 4500 fn1 Network Scanner,
5920.33,1,ASA5525-K9,3095704,"CISCO BAD BOX-ASA 5525-X with SW, 8GE Data, AC",CISCO
385.42,4,DCP-L5650DN,3260815,Brother DCP-L5650DN laser multifunction printer,
114.29,9,B150A GAMING PRO,3127259,MSI PLACA MADRE B150A Gaming Pro,MSI
2386.19,1,EH970A,2339306,HPE LTO-6 Ultrium 6250 Ext Tape Drive,HPE
142.63,51,0617C005,3241940,CANON MULTIFUNCTIONAL PIXMA G 2100 INK TANK,CANON
138.23,8,60B7HAR1US,3256321,LENOVO BAD BOX THINK VISION T2220 21.5,LENOVO
264.34,65,SMT1000I,1214530,APC - SCHNEIDER SMART-UPS 1000VA LCD 230V,APC - SCHNEIDER
1214.80,4,830574-S01,3317681,HPE DL160 Gen9 E5 2609v4 LFF US Svr S B,HPE
709.54,100,O324AIOI3S450W7P3W,3306611,DELL OPTIPLEX 3240 Core i3 6100U 4GB 500GB Win 7 Pro 21.5in Integrated,DELL
393.98,94,D3Q20C,3317943,HP PageWide Pro 477dw,HP
367.09,2,647897-B21,1891307,HPE HP 8GB (1x8GB) Dual Rank x4 PC3L-10600 (DDR3-1333) Registered CAS-9 Low Power Memory Kit,HPE
