          ;        4466;   ;Filtro    ;Inicio                                  ;18072016      ;093715;181.162.3.94   ;OK ;                    ;Inicio de filtrado                                                      
          ;        4466;   ;Filtro    ;tbk_param.txt                           ;18072016      ;093715;181.162.3.94   ;OK ;                    ;Archivo parseado                                                        
          ;        4466;   ;Filtro    ;Terminado                               ;18072016      ;093715;181.162.3.94   ;OK ;                    ;Datos Filtrados con exito                                               
884903591 ;        4466;   ;pago      ;inicio                                  ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;Parseo realizado                                                        
884903591 ;        4466;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
884903591 ;        4466;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;Mac generado                                                            
884903591 ;        4466;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
884903591 ;        4466;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
884903591 ;        4466;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;Datos listos para ser enviados                                          
884903591 ;        4466;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;Medio 2: Por redireccion                                                
884903591 ;        4466;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;Redireccion web                                                         
884903591 ;        4466;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;093715;181.162.3.94   ;OK ;597030906268        ;Todo OK                                                                 
          ;        5848;   ;Filtro    ;Inicio                                  ;18072016      ;101947;200.55.222.115 ;OK ;                    ;Inicio de filtrado                                                      
          ;        5848;   ;Filtro    ;tbk_param.txt                           ;18072016      ;101947;200.55.222.115 ;OK ;                    ;Archivo parseado                                                        
          ;        5848;   ;Filtro    ;Terminado                               ;18072016      ;101947;200.55.222.115 ;OK ;                    ;Datos Filtrados con exito                                               
885158746 ;        5848;   ;pago      ;inicio                                  ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;Parseo realizado                                                        
885158746 ;        5848;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
885158746 ;        5848;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;Mac generado                                                            
885158746 ;        5848;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
885158746 ;        5848;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
885158746 ;        5848;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;Datos listos para ser enviados                                          
885158746 ;        5848;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
885158746 ;        5848;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;Redireccion web                                                         
885158746 ;        5848;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;101947;200.55.222.115 ;OK ;597030906268        ;Todo OK                                                                 
          ;        5907;   ;resultado ;Desencriptando                          ;18072016      ;102055;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;        5907;   ;resultado ;Validacion                              ;18072016      ;102055;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;        5907;   ;resultado ;64555                                   ;18072016      ;102055;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;        5907;   ;resultado ;64555                                   ;18072016      ;102055;200.10.14.177  ;OK ;                    ;http://www.peta.cl/webpay/webpay_tx_compra.php                          
885158746 ;        5907;   ;transacc  ;885158746                               ;18072016      ;102055;200.10.14.177  ;OK ;597030906268        ;conectandose al port :(80)                                              
885158746 ;        5907;   ;resultado ;logro abrir_conexion                    ;18072016      ;102055;200.10.14.177  ; 0 ;597030906268        ;Abrio socket para conex-com                                             
885158746 ;        5907;   ;transacc  ;885158746                               ;18072016      ;102055;200.10.14.177  ;OK ;597030906268        ;POST a url http://www.peta.cl/webpay/webpay_tx_compra.php               
885158746 ;        5907;   ;transacc  ;885158746                               ;18072016      ;102055;200.10.14.177  ;OK ;597030906268        ;mensaje enviado                                                         
          ;        5908;   ;check_mac ;                                        ;18072016      ;102055;192.168.0.204  ;OK ;                    ;Todo OK                                                                 
885158746 ;        5907;   ;transacc  ;885158746                               ;18072016      ;102055;200.10.14.177  ;OK ;597030906268        ;Llego ACK del Comercio                                                  
885158746 ;        5907;   ;resultado ;64555                                   ;18072016      ;102055;200.10.14.177  ;OK ;597030906268        ;tienda acepto transaccion                                               
885158746 ;        5907;   ;resultado ;64555                                   ;18072016      ;102055;200.10.14.177  ;OK ;597030906268        ;respuesta enviada a TBK (ACK)                                           
885158746 ;        5907;   ;resultado ;64555                                   ;18072016      ;102055;200.10.14.177  ;OK ;597030906268        ;Todo OK                                                                 
          ;        5991;   ;Filtro    ;Inicio                                  ;18072016      ;102459;186.67.55.43   ;OK ;                    ;Inicio de filtrado                                                      
          ;        5991;   ;Filtro    ;tbk_param.txt                           ;18072016      ;102459;186.67.55.43   ;OK ;                    ;Archivo parseado                                                        
          ;        5991;   ;Filtro    ;Terminado                               ;18072016      ;102459;186.67.55.43   ;OK ;                    ;Datos Filtrados con exito                                               
885189994 ;        5991;   ;pago      ;inicio                                  ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;Parseo realizado                                                        
885189994 ;        5991;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
885189994 ;        5991;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;Mac generado                                                            
885189994 ;        5991;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
885189994 ;        5991;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
885189994 ;        5991;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;Datos listos para ser enviados                                          
885189994 ;        5991;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;Medio 2: Por redireccion                                                
885189994 ;        5991;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;Redireccion web                                                         
885189994 ;        5991;   ;pago      ;https://webpay.transbank.cl             ;18072016      ;102459;186.67.55.43   ;OK ;597030906268        ;Todo OK                                                                 
          ;        6058;   ;resultado ;Desencriptando                          ;18072016      ;102618;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;        6058;   ;resultado ;Validacion                              ;18072016      ;102618;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;        6058;   ;resultado ;64556                                   ;18072016      ;102618;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;        6058;   ;resultado ;64556                                   ;18072016      ;102618;200.10.14.177  ;OK ;                    ;http://www.peta.cl/webpay/webpay_tx_compra.php                          
885189994 ;        6058;   ;transacc  ;885189994                               ;18072016      ;102618;200.10.14.177  ;OK ;597030906268        ;conectandose al port :(80)                                              
885189994 ;        6058;   ;resultado ;logro abrir_conexion                    ;18072016      ;102618;200.10.14.177  ; 0 ;597030906268        ;Abrio socket para conex-com                                             
885189994 ;        6058;   ;transacc  ;885189994                               ;18072016      ;102618;200.10.14.177  ;OK ;597030906268        ;POST a url http://www.peta.cl/webpay/webpay_tx_compra.php               
885189994 ;        6058;   ;transacc  ;885189994                               ;18072016      ;102618;200.10.14.177  ;OK ;597030906268        ;mensaje enviado                                                         
