          ;        6838;   ;Filtro    ;Inicio                                  ;25082016      ;012723;191.115.45.15  ;OK ;                    ;Inicio de filtrado                                                      
          ;        6838;   ;Filtro    ;tbk_param.txt                           ;25082016      ;012723;191.115.45.15  ;OK ;                    ;Archivo parseado                                                        
          ;        6838;   ;Filtro    ;Terminado                               ;25082016      ;012723;191.115.45.15  ;OK ;                    ;Datos Filtrados con exito                                               
209924348 ;        6838;   ;pago      ;inicio                                  ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;Parseo realizado                                                        
209924348 ;        6838;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
209924348 ;        6838;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;Mac generado                                                            
209924348 ;        6838;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
209924348 ;        6838;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
209924348 ;        6838;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;Datos listos para ser enviados                                          
209924348 ;        6838;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;Medio 2: Por redireccion                                                
209924348 ;        6838;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;Redireccion web                                                         
209924348 ;        6838;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;012723;191.115.45.15  ;OK ;597030906268        ;Todo OK                                                                 
          ;        7119;   ;pago      ;                                        ;25082016      ;013949;191.115.45.15  ;ERR;                    ;1                                                                       
          ;        7149;   ;Filtro    ;Inicio                                  ;25082016      ;014002;191.115.45.15  ;OK ;                    ;Inicio de filtrado                                                      
          ;        7149;   ;Filtro    ;tbk_param.txt                           ;25082016      ;014002;191.115.45.15  ;OK ;                    ;Archivo parseado                                                        
          ;        7149;   ;Filtro    ;Terminado                               ;25082016      ;014002;191.115.45.15  ;OK ;                    ;Datos Filtrados con exito                                               
210000218 ;        7149;   ;pago      ;inicio                                  ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;Parseo realizado                                                        
210000218 ;        7149;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
210000218 ;        7149;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;Mac generado                                                            
210000218 ;        7149;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
210000218 ;        7149;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
210000218 ;        7149;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;Datos listos para ser enviados                                          
210000218 ;        7149;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;Medio 2: Por redireccion                                                
210000218 ;        7149;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;Redireccion web                                                         
210000218 ;        7149;   ;pago      ;https://webpay.transbank.cl             ;25082016      ;014002;191.115.45.15  ;OK ;597030906268        ;Todo OK                                                                 
          ;        7169;   ;resultado ;Desencriptando                          ;25082016      ;014159;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
