          ;       12459;   ;Filtro    ;Inicio                                  ;09082016      ;092424;186.10.8.130   ;OK ;                    ;Inicio de filtrado                                                      
          ;       12459;   ;Filtro    ;tbk_param.txt                           ;09082016      ;092424;186.10.8.130   ;OK ;                    ;Archivo parseado                                                        
          ;       12459;   ;Filtro    ;Terminado                               ;09082016      ;092424;186.10.8.130   ;OK ;                    ;Datos Filtrados con exito                                               
074906473 ;       12459;   ;pago      ;inicio                                  ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;Parseo realizado                                                        
074906473 ;       12459;   ;pago      ;https://webpay.transbank.cl             ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
074906473 ;       12459;   ;pago      ;https://webpay.transbank.cl             ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;Mac generado                                                            
074906473 ;       12459;   ;pago      ;https://webpay.transbank.cl             ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
074906473 ;       12459;   ;pago      ;https://webpay.transbank.cl             ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
074906473 ;       12459;   ;pago      ;https://webpay.transbank.cl             ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;Datos listos para ser enviados                                          
074906473 ;       12459;   ;pago      ;https://webpay.transbank.cl             ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;Medio 2: Por redireccion                                                
074906473 ;       12459;   ;pago      ;https://webpay.transbank.cl             ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;Redireccion web                                                         
074906473 ;       12459;   ;pago      ;https://webpay.transbank.cl             ;09082016      ;092424;186.10.8.130   ;OK ;597030906268        ;Todo OK                                                                 
          ;       12774;   ;Filtro    ;Inicio                                  ;09082016      ;093531;186.10.8.130   ;OK ;                    ;Inicio de filtrado                                                      
          ;       12774;   ;Filtro    ;tbk_param.txt                           ;09082016      ;093531;186.10.8.130   ;OK ;                    ;Archivo parseado                                                        
          ;       12774;   ;Filtro    ;Terminado                               ;09082016      ;093531;186.10.8.130   ;OK ;                    ;Datos Filtrados con exito                                               
074973116 ;       12774;   ;pago      ;inicio                                  ;09082016      ;093531;186.10.8.130   ;OK ;597030906268        ;Parseo realizado                                                        
