          ;       32346;   ;Filtro    ;Inicio                                  ;16072016      ;225052;200.74.88.29   ;OK ;                    ;Inicio de filtrado                                                      
          ;       32346;   ;Filtro    ;tbk_param.txt                           ;16072016      ;225052;200.74.88.29   ;OK ;                    ;Archivo parseado                                                        
          ;       32346;   ;Filtro    ;Terminado                               ;16072016      ;225052;200.74.88.29   ;OK ;                    ;Datos Filtrados con exito                                               
872385243 ;       32346;   ;pago      ;inicio                                  ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;Parseo realizado                                                        
872385243 ;       32346;   ;pago      ;https://webpay.transbank.cl             ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
872385243 ;       32346;   ;pago      ;https://webpay.transbank.cl             ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;Mac generado                                                            
872385243 ;       32346;   ;pago      ;https://webpay.transbank.cl             ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
872385243 ;       32346;   ;pago      ;https://webpay.transbank.cl             ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
872385243 ;       32346;   ;pago      ;https://webpay.transbank.cl             ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;Datos listos para ser enviados                                          
872385243 ;       32346;   ;pago      ;https://webpay.transbank.cl             ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;Medio 2: Por redireccion                                                
872385243 ;       32346;   ;pago      ;https://webpay.transbank.cl             ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;Redireccion web                                                         
872385243 ;       32346;   ;pago      ;https://webpay.transbank.cl             ;16072016      ;225052;200.74.88.29   ;OK ;597030906268        ;Todo OK                                                                 
