          ;        6968;   ;Filtro    ;Inicio                                  ;17072016      ;042317;191.113.125.16 ;OK ;                    ;Inicio de filtrado                                                      
          ;        6968;   ;Filtro    ;tbk_param.txt                           ;17072016      ;042317;191.113.125.16 ;OK ;                    ;Archivo parseado                                                        
          ;        6968;   ;Filtro    ;Terminado                               ;17072016      ;042317;191.113.125.16 ;OK ;                    ;Datos Filtrados con exito                                               
874379758 ;        6968;   ;pago      ;inicio                                  ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;Parseo realizado                                                        
874379758 ;        6968;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
874379758 ;        6968;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;Mac generado                                                            
874379758 ;        6968;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
874379758 ;        6968;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
874379758 ;        6968;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;Datos listos para ser enviados                                          
874379758 ;        6968;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
874379758 ;        6968;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;Redireccion web                                                         
874379758 ;        6968;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;042317;191.113.125.16 ;OK ;597030906268        ;Todo OK                                                                 
          ;       15684;   ;Filtro    ;Inicio                                  ;17072016      ;150433;191.113.125.16 ;OK ;                    ;Inicio de filtrado                                                      
          ;       15684;   ;Filtro    ;tbk_param.txt                           ;17072016      ;150433;191.113.125.16 ;OK ;                    ;Archivo parseado                                                        
          ;       15684;   ;Filtro    ;Terminado                               ;17072016      ;150433;191.113.125.16 ;OK ;                    ;Datos Filtrados con exito                                               
878227336 ;       15684;   ;pago      ;inicio                                  ;17072016      ;150433;191.113.125.16 ;OK ;597030906268        ;Parseo realizado                                                        
878227336 ;       15684;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;150433;191.113.125.16 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
878227336 ;       15684;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;150433;191.113.125.16 ;OK ;597030906268        ;Mac generado                                                            
878227336 ;       15684;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;150433;191.113.125.16 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
878227336 ;       15684;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;150433;191.113.125.16 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
878227336 ;       15684;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;150433;191.113.125.16 ;OK ;597030906268        ;Datos listos para ser enviados                                          
878227336 ;       15684;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;150433;191.113.125.16 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
878227336 ;       15684;   ;pago      ;https://webpay.transbank.cl             ;17072016      ;150433;191.113.125.16 ;OK ;597030906268        ;Redireccion web                                                         
