          ;        7683;   ;Filtro    ;Inicio                                  ;05082016      ;092931;186.67.132.98  ;OK ;                    ;Inicio de filtrado                                                      
          ;        7683;   ;Filtro    ;tbk_param.txt                           ;05082016      ;092931;186.67.132.98  ;OK ;                    ;Archivo parseado                                                        
          ;        7683;   ;Filtro    ;Terminado                               ;05082016      ;092931;186.67.132.98  ;OK ;                    ;Datos Filtrados con exito                                               
040377137 ;        7683;   ;pago      ;inicio                                  ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;Parseo realizado                                                        
040377137 ;        7683;   ;pago      ;https://webpay.transbank.cl             ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
040377137 ;        7683;   ;pago      ;https://webpay.transbank.cl             ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;Mac generado                                                            
040377137 ;        7683;   ;pago      ;https://webpay.transbank.cl             ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
040377137 ;        7683;   ;pago      ;https://webpay.transbank.cl             ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
040377137 ;        7683;   ;pago      ;https://webpay.transbank.cl             ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;Datos listos para ser enviados                                          
040377137 ;        7683;   ;pago      ;https://webpay.transbank.cl             ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;Medio 2: Por redireccion                                                
040377137 ;        7683;   ;pago      ;https://webpay.transbank.cl             ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;Redireccion web                                                         
040377137 ;        7683;   ;pago      ;https://webpay.transbank.cl             ;05082016      ;092931;186.67.132.98  ;OK ;597030906268        ;Todo OK                                                                 
          ;        7759;   ;resultado ;Desencriptando                          ;05082016      ;093157;200.10.14.34   ;OK ;                    ;TBK_PARAM desencriptado                                                 
