          ;       15226;   ;Filtro    ;Inicio                                  ;12082016      ;012952;76.110.162.202 ;OK ;                    ;Inicio de filtrado                                                      
          ;       15226;   ;Filtro    ;tbk_param.txt                           ;12082016      ;012952;76.110.162.202 ;OK ;                    ;Archivo parseado                                                        
          ;       15226;   ;Filtro    ;Terminado                               ;12082016      ;012952;76.110.162.202 ;OK ;                    ;Datos Filtrados con exito                                               
097979221 ;       15226;   ;pago      ;inicio                                  ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;Parseo realizado                                                        
097979221 ;       15226;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
097979221 ;       15226;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;Mac generado                                                            
097979221 ;       15226;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
097979221 ;       15226;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
097979221 ;       15226;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;Datos listos para ser enviados                                          
097979221 ;       15226;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
097979221 ;       15226;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;Redireccion web                                                         
097979221 ;       15226;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;012952;76.110.162.202 ;OK ;597030906268        ;Todo OK                                                                 
          ;       15253;   ;resultado ;Desencriptando                          ;12082016      ;013108;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       15253;   ;resultado ;Validacion                              ;12082016      ;013108;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       15253;   ;resultado ;65356                                   ;12082016      ;013108;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;       15253;   ;resultado ;65356                                   ;12082016      ;013108;200.10.14.177  ;OK ;                    ;http://www.peta.cl/webpay/webpay_tx_compra.php                          
97979221  ;       15253;   ;transacc  ;97979221                                ;12082016      ;013108;200.10.14.177  ;OK ;597030906268        ;conectandose al port :(80)                                              
97979221  ;       15253;   ;resultado ;logro abrir_conexion                    ;12082016      ;013108;200.10.14.177  ; 0 ;597030906268        ;Abrio socket para conex-com                                             
97979221  ;       15253;   ;transacc  ;97979221                                ;12082016      ;013108;200.10.14.177  ;OK ;597030906268        ;POST a url http://www.peta.cl/webpay/webpay_tx_compra.php               
97979221  ;       15253;   ;transacc  ;97979221                                ;12082016      ;013108;200.10.14.177  ;OK ;597030906268        ;mensaje enviado                                                         
          ;       15254;   ;check_mac ;                                        ;12082016      ;013108;192.168.0.204  ;OK ;                    ;Todo OK                                                                 
97979221  ;       15253;   ;transacc  ;97979221                                ;12082016      ;013108;200.10.14.177  ;OK ;597030906268        ;Llego ACK del Comercio                                                  
97979221  ;       15253;   ;resultado ;65356                                   ;12082016      ;013108;200.10.14.177  ;OK ;597030906268        ;tienda acepto transaccion                                               
97979221  ;       15253;   ;resultado ;65356                                   ;12082016      ;013108;200.10.14.177  ;OK ;597030906268        ;respuesta enviada a TBK (ACK)                                           
97979221  ;       15253;   ;resultado ;65356                                   ;12082016      ;013108;200.10.14.177  ;OK ;597030906268        ;Todo OK                                                                 
          ;       15265;   ;Filtro    ;Inicio                                  ;12082016      ;013305;76.110.162.202 ;OK ;                    ;Inicio de filtrado                                                      
          ;       15265;   ;Filtro    ;tbk_param.txt                           ;12082016      ;013305;76.110.162.202 ;OK ;                    ;Archivo parseado                                                        
          ;       15265;   ;Filtro    ;Terminado                               ;12082016      ;013305;76.110.162.202 ;OK ;                    ;Datos Filtrados con exito                                               
097998590 ;       15265;   ;pago      ;inicio                                  ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;Parseo realizado                                                        
097998590 ;       15265;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
097998590 ;       15265;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;Mac generado                                                            
097998590 ;       15265;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
097998590 ;       15265;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
097998590 ;       15265;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;Datos listos para ser enviados                                          
097998590 ;       15265;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
097998590 ;       15265;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;Redireccion web                                                         
097998590 ;       15265;   ;pago      ;https://webpay.transbank.cl             ;12082016      ;013305;76.110.162.202 ;OK ;597030906268        ;Todo OK                                                                 
          ;       15279;   ;resultado ;Desencriptando                          ;12082016      ;013406;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       15279;   ;resultado ;Validacion                              ;12082016      ;013406;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       15279;   ;resultado ;65357                                   ;12082016      ;013406;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;       15279;   ;resultado ;65357                                   ;12082016      ;013406;200.10.14.177  ;OK ;                    ;http://www.peta.cl/webpay/webpay_tx_compra.php                          
97998590  ;       15279;   ;transacc  ;97998590                                ;12082016      ;013406;200.10.14.177  ;OK ;597030906268        ;conectandose al port :(80)                                              
97998590  ;       15279;   ;resultado ;logro abrir_conexion                    ;12082016      ;013406;200.10.14.177  ; 0 ;597030906268        ;Abrio socket para conex-com                                             
97998590  ;       15279;   ;transacc  ;97998590                                ;12082016      ;013406;200.10.14.177  ;OK ;597030906268        ;POST a url http://www.peta.cl/webpay/webpay_tx_compra.php               
97998590  ;       15279;   ;transacc  ;97998590                                ;12082016      ;013406;200.10.14.177  ;OK ;597030906268        ;mensaje enviado                                                         
          ;       15280;   ;check_mac ;                                        ;12082016      ;013406;192.168.0.204  ;OK ;                    ;Todo OK                                                                 
97998590  ;       15279;   ;transacc  ;97998590                                ;12082016      ;013406;200.10.14.177  ;OK ;597030906268        ;Llego ACK del Comercio                                                  
