          ;        4574;   ;Filtro    ;Inicio                                  ;13072016      ;001056;190.22.40.199  ;OK ;                    ;Inicio de filtrado                                                      
          ;        4574;   ;Filtro    ;tbk_param.txt                           ;13072016      ;001056;190.22.40.199  ;OK ;                    ;Archivo parseado                                                        
          ;        4574;   ;Filtro    ;Terminado                               ;13072016      ;001056;190.22.40.199  ;OK ;                    ;Datos Filtrados con exito                                               
838305603 ;        4574;   ;pago      ;inicio                                  ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;Parseo realizado                                                        
838305603 ;        4574;   ;pago      ;https://webpay.transbank.cl             ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
838305603 ;        4574;   ;pago      ;https://webpay.transbank.cl             ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;Mac generado                                                            
838305603 ;        4574;   ;pago      ;https://webpay.transbank.cl             ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
838305603 ;        4574;   ;pago      ;https://webpay.transbank.cl             ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
838305603 ;        4574;   ;pago      ;https://webpay.transbank.cl             ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;Datos listos para ser enviados                                          
838305603 ;        4574;   ;pago      ;https://webpay.transbank.cl             ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;Medio 2: Por redireccion                                                
838305603 ;        4574;   ;pago      ;https://webpay.transbank.cl             ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;Redireccion web                                                         
838305603 ;        4574;   ;pago      ;https://webpay.transbank.cl             ;13072016      ;001056;190.22.40.199  ;OK ;597030906268        ;Todo OK                                                                 
          ;        4595;   ;resultado ;Desencriptando                          ;13072016      ;001202;200.10.14.34   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;        4595;   ;resultado ;Validacion                              ;13072016      ;001202;200.10.14.34   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;        4595;   ;resultado ;64432                                   ;13072016      ;001202;200.10.14.34   ;OK ;                    ;Parseo de los datos                                                     
          ;        4595;   ;resultado ;64432                                   ;13072016      ;001202;200.10.14.34   ;OK ;                    ;http://www.peta.cl/webpay/webpay_tx_compra.php                          
838305603 ;        4595;   ;transacc  ;838305603                               ;13072016      ;001202;200.10.14.34   ;OK ;597030906268        ;conectandose al port :(80)                                              
838305603 ;        4595;   ;resultado ;logro abrir_conexion                    ;13072016      ;001202;200.10.14.34   ; 0 ;597030906268        ;Abrio socket para conex-com                                             
838305603 ;        4595;   ;transacc  ;838305603                               ;13072016      ;001202;200.10.14.34   ;OK ;597030906268        ;POST a url http://www.peta.cl/webpay/webpay_tx_compra.php               
838305603 ;        4595;   ;transacc  ;838305603                               ;13072016      ;001202;200.10.14.34   ;OK ;597030906268        ;mensaje enviado                                                         
          ;        4596;   ;check_mac ;                                        ;13072016      ;001202;192.168.0.204  ;OK ;                    ;Todo OK                                                                 
838305603 ;        4595;   ;transacc  ;838305603                               ;13072016      ;001202;200.10.14.34   ;OK ;597030906268        ;Llego ACK del Comercio                                                  
838305603 ;        4595;   ;resultado ;64432                                   ;13072016      ;001202;200.10.14.34   ;OK ;597030906268        ;tienda acepto transaccion                                               
