          ;        9927;   ;Filtro    ;Inicio                                  ;04072016      ;040838;190.164.46.184 ;OK ;                    ;Inicio de filtrado                                                      
          ;        9927;   ;Filtro    ;tbk_param.txt                           ;04072016      ;040838;190.164.46.184 ;OK ;                    ;Archivo parseado                                                        
          ;        9927;   ;Filtro    ;Terminado                               ;04072016      ;040838;190.164.46.184 ;OK ;                    ;Datos Filtrados con exito                                               
761971833 ;        9927;   ;pago      ;inicio                                  ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;Parseo realizado                                                        
761971833 ;        9927;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
761971833 ;        9927;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;Mac generado                                                            
761971833 ;        9927;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
761971833 ;        9927;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
761971833 ;        9927;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;Datos listos para ser enviados                                          
761971833 ;        9927;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
761971833 ;        9927;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;Redireccion web                                                         
761971833 ;        9927;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;040838;190.164.46.184 ;OK ;597030906268        ;Todo OK                                                                 
          ;        9998;   ;resultado ;Desencriptando                          ;04072016      ;040938;200.10.14.34   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;        9998;   ;resultado ;Validacion                              ;04072016      ;040938;200.10.14.34   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;        9998;   ;resultado ;63978                                   ;04072016      ;040938;200.10.14.34   ;OK ;                    ;Parseo de los datos                                                     
          ;        9998;   ;resultado ;63978                                   ;04072016      ;040938;200.10.14.34   ;OK ;                    ;http://www.peta.cl/webpay/webpay_tx_compra.php                          
761971833 ;        9998;   ;transacc  ;761971833                               ;04072016      ;040938;200.10.14.34   ;OK ;597030906268        ;conectandose al port :(80)                                              
761971833 ;        9998;   ;resultado ;logro abrir_conexion                    ;04072016      ;040938;200.10.14.34   ; 0 ;597030906268        ;Abrio socket para conex-com                                             
761971833 ;        9998;   ;transacc  ;761971833                               ;04072016      ;040938;200.10.14.34   ;OK ;597030906268        ;POST a url http://www.peta.cl/webpay/webpay_tx_compra.php               
761971833 ;        9998;   ;transacc  ;761971833                               ;04072016      ;040938;200.10.14.34   ;OK ;597030906268        ;mensaje enviado                                                         
          ;        9999;   ;check_mac ;                                        ;04072016      ;040938;192.168.0.204  ;OK ;                    ;Todo OK                                                                 
761971833 ;        9998;   ;transacc  ;761971833                               ;04072016      ;040938;200.10.14.34   ;OK ;597030906268        ;Llego ACK del Comercio                                                  
761971833 ;        9998;   ;resultado ;63978                                   ;04072016      ;040938;200.10.14.34   ;OK ;597030906268        ;tienda acepto transaccion                                               
761971833 ;        9998;   ;resultado ;63978                                   ;04072016      ;040938;200.10.14.34   ;OK ;597030906268        ;respuesta enviada a TBK (ACK)                                           
761971833 ;        9998;   ;resultado ;63978                                   ;04072016      ;040938;200.10.14.34   ;OK ;597030906268        ;Todo OK                                                                 
          ;       10029;   ;Filtro    ;Inicio                                  ;04072016      ;041043;190.164.46.184 ;OK ;                    ;Inicio de filtrado                                                      
          ;       10029;   ;Filtro    ;tbk_param.txt                           ;04072016      ;041043;190.164.46.184 ;OK ;                    ;Archivo parseado                                                        
          ;       10029;   ;Filtro    ;Terminado                               ;04072016      ;041043;190.164.46.184 ;OK ;                    ;Datos Filtrados con exito                                               
761984315 ;       10029;   ;pago      ;inicio                                  ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;Parseo realizado                                                        
761984315 ;       10029;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
761984315 ;       10029;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;Mac generado                                                            
761984315 ;       10029;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
761984315 ;       10029;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
761984315 ;       10029;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;Datos listos para ser enviados                                          
761984315 ;       10029;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
761984315 ;       10029;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;Redireccion web                                                         
761984315 ;       10029;   ;pago      ;https://webpay.transbank.cl             ;04072016      ;041043;190.164.46.184 ;OK ;597030906268        ;Todo OK                                                                 
