          ;       31595;   ;Filtro    ;Inicio                                  ;23082016      ;002732;201.215.70.223 ;OK ;                    ;Inicio de filtrado                                                      
          ;       31595;   ;Filtro    ;tbk_param.txt                           ;23082016      ;002732;201.215.70.223 ;OK ;                    ;Archivo parseado                                                        
          ;       31595;   ;Filtro    ;Terminado                               ;23082016      ;002732;201.215.70.223 ;OK ;                    ;Datos Filtrados con exito                                               
192285227 ;       31595;   ;pago      ;inicio                                  ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;Parseo realizado                                                        
192285227 ;       31595;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
192285227 ;       31595;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;Mac generado                                                            
192285227 ;       31595;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
192285227 ;       31595;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
192285227 ;       31595;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;Datos listos para ser enviados                                          
192285227 ;       31595;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
192285227 ;       31595;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;Redireccion web                                                         
192285227 ;       31595;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;002732;201.215.70.223 ;OK ;597030906268        ;Todo OK                                                                 
          ;       31808;   ;Filtro    ;Inicio                                  ;23082016      ;003901;201.215.70.223 ;OK ;                    ;Inicio de filtrado                                                      
          ;       31808;   ;Filtro    ;tbk_param.txt                           ;23082016      ;003901;201.215.70.223 ;OK ;                    ;Archivo parseado                                                        
          ;       31808;   ;Filtro    ;Terminado                               ;23082016      ;003901;201.215.70.223 ;OK ;                    ;Datos Filtrados con exito                                               
192354129 ;       31808;   ;pago      ;inicio                                  ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;Parseo realizado                                                        
192354129 ;       31808;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
192354129 ;       31808;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;Mac generado                                                            
192354129 ;       31808;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
192354129 ;       31808;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
192354129 ;       31808;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;Datos listos para ser enviados                                          
192354129 ;       31808;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;Medio 2: Por redireccion                                                
192354129 ;       31808;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;Redireccion web                                                         
192354129 ;       31808;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;003901;201.215.70.223 ;OK ;597030906268        ;Todo OK                                                                 
          ;       31912;   ;resultado ;Desencriptando                          ;23082016      ;004041;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       31912;   ;resultado ;Validacion                              ;23082016      ;004041;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       31912;   ;resultado ;65619                                   ;23082016      ;004041;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;       31912;   ;resultado ;65619                                   ;23082016      ;004041;200.10.14.177  ;OK ;                    ;http://www.peta.cl/webpay/webpay_tx_compra.php                          
192354129 ;       31912;   ;transacc  ;192354129                               ;23082016      ;004041;200.10.14.177  ;OK ;597030906268        ;conectandose al port :(80)                                              
192354129 ;       31912;   ;resultado ;logro abrir_conexion                    ;23082016      ;004041;200.10.14.177  ; 0 ;597030906268        ;Abrio socket para conex-com                                             
192354129 ;       31912;   ;transacc  ;192354129                               ;23082016      ;004041;200.10.14.177  ;OK ;597030906268        ;POST a url http://www.peta.cl/webpay/webpay_tx_compra.php               
192354129 ;       31912;   ;transacc  ;192354129                               ;23082016      ;004041;200.10.14.177  ;OK ;597030906268        ;mensaje enviado                                                         
          ;       31913;   ;check_mac ;                                        ;23082016      ;004042;192.168.0.204  ;OK ;                    ;Todo OK                                                                 
192354129 ;       31912;   ;transacc  ;192354129                               ;23082016      ;004042;200.10.14.177  ;OK ;597030906268        ;Llego ACK del Comercio                                                  
192354129 ;       31912;   ;resultado ;65619                                   ;23082016      ;004042;200.10.14.177  ;OK ;597030906268        ;tienda acepto transaccion                                               
192354129 ;       31912;   ;resultado ;65619                                   ;23082016      ;004042;200.10.14.177  ;OK ;597030906268        ;respuesta enviada a TBK (ACK)                                           
192354129 ;       31912;   ;resultado ;65619                                   ;23082016      ;004042;200.10.14.177  ;OK ;597030906268        ;Todo OK                                                                 
          ;       10382;   ;Filtro    ;Inicio                                  ;23082016      ;103415;186.67.42.45   ;OK ;                    ;Inicio de filtrado                                                      
          ;       10382;   ;Filtro    ;tbk_param.txt                           ;23082016      ;103415;186.67.42.45   ;OK ;                    ;Archivo parseado                                                        
          ;       10382;   ;Filtro    ;Terminado                               ;23082016      ;103415;186.67.42.45   ;OK ;                    ;Datos Filtrados con exito                                               
195925501 ;       10382;   ;pago      ;inicio                                  ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;Parseo realizado                                                        
195925501 ;       10382;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
195925501 ;       10382;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;Mac generado                                                            
195925501 ;       10382;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
195925501 ;       10382;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
195925501 ;       10382;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;Datos listos para ser enviados                                          
195925501 ;       10382;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;Medio 2: Por redireccion                                                
195925501 ;       10382;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;Redireccion web                                                         
195925501 ;       10382;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;103415;186.67.42.45   ;OK ;597030906268        ;Todo OK                                                                 
          ;       10456;   ;resultado ;Desencriptando                          ;23082016      ;103614;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       10456;   ;resultado ;Validacion                              ;23082016      ;103614;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       10456;   ;resultado ;65624                                   ;23082016      ;103614;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;       10456;   ;resultado ;65624                                   ;23082016      ;103614;200.10.14.177  ;OK ;                    ;http://www.peta.cl/webpay/webpay_tx_compra.php                          
195925501 ;       10456;   ;transacc  ;195925501                               ;23082016      ;103614;200.10.14.177  ;OK ;597030906268        ;conectandose al port :(80)                                              
195925501 ;       10456;   ;resultado ;logro abrir_conexion                    ;23082016      ;103614;200.10.14.177  ; 0 ;597030906268        ;Abrio socket para conex-com                                             
195925501 ;       10456;   ;transacc  ;195925501                               ;23082016      ;103614;200.10.14.177  ;OK ;597030906268        ;POST a url http://www.peta.cl/webpay/webpay_tx_compra.php               
195925501 ;       10456;   ;transacc  ;195925501                               ;23082016      ;103614;200.10.14.177  ;OK ;597030906268        ;mensaje enviado                                                         
          ;       10460;   ;check_mac ;                                        ;23082016      ;103614;192.168.0.204  ;OK ;                    ;Todo OK                                                                 
195925501 ;       10456;   ;transacc  ;195925501                               ;23082016      ;103614;200.10.14.177  ;OK ;597030906268        ;Llego ACK del Comercio                                                  
195925501 ;       10456;   ;resultado ;65624                                   ;23082016      ;103614;200.10.14.177  ;OK ;597030906268        ;tienda acepto transaccion                                               
195925501 ;       10456;   ;resultado ;65624                                   ;23082016      ;103614;200.10.14.177  ;OK ;597030906268        ;respuesta enviada a TBK (ACK)                                           
195925501 ;       10456;   ;resultado ;65624                                   ;23082016      ;103614;200.10.14.177  ;OK ;597030906268        ;Todo OK                                                                 
          ;       13207;   ;Filtro    ;Inicio                                  ;23082016      ;115917;186.67.42.45   ;OK ;                    ;Inicio de filtrado                                                      
          ;       13207;   ;Filtro    ;tbk_param.txt                           ;23082016      ;115917;186.67.42.45   ;OK ;                    ;Archivo parseado                                                        
          ;       13207;   ;Filtro    ;Terminado                               ;23082016      ;115917;186.67.42.45   ;OK ;                    ;Datos Filtrados con exito                                               
196435768 ;       13207;   ;pago      ;inicio                                  ;23082016      ;115917;186.67.42.45   ;OK ;597030906268        ;Parseo realizado                                                        
196435768 ;       13207;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;115917;186.67.42.45   ;OK ;597030906268        ;Datos en datos/tbk_config.dat                                           
196435768 ;       13207;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;115917;186.67.42.45   ;OK ;597030906268        ;Mac generado                                                            
196435768 ;       13207;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;115917;186.67.42.45   ;OK ;597030906268        ;Construccion TBK_PARAM                                                  
196435768 ;       13207;   ;pago      ;https://webpay.transbank.cl             ;23082016      ;115917;186.67.42.45   ;OK ;597030906268        ;TBK_PARAM encriptado                                                    
